DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,TOTAL_MIN_CAPACITY_PRICE_[EUR/MW],TOTAL_AVERAGE_CAPACITY_PRICE_[EUR/MW],TOTAL_MARGINAL_CAPACITY_PRICE_[EUR/MW],TOTAL_MIN_ENERGY_PRICE_[EUR/MWh],TOTAL_AVERAGE_ENERGY_PRICE_[EUR/MWh],TOTAL_MARGINAL_ENERGY_PRICE_[EUR/MWh],GERMANY_MIN_CAPACITY_PRICE_[EUR/MW],GERMANY_AVERAGE_CAPACITY_PRICE_[EUR/MW],GERMANY_MARGINAL_CAPACITY_PRICE_[EUR/MW],GERMANY_MIN_ENERGY_PRICE_[EUR/MWh],GERMANY_AVERAGE_ENERGY_PRICE_[EUR/MWh],GERMANY_MARGINAL_ENERGY_PRICE_[EUR/MWh],GERMANY_IMPORT(-)_EXPORT(+)_[MW]
8/21/2018,8/21/2018,aFRR,NEG_12_16,0.000,0.000,0.000,17.000,-48.230,-449.000,0.000,0.000,0.000,17.000,-48.230,-449.000,0.000
8/21/2018,8/21/2018,aFRR,NEG_16_20,0.000,0.000,0.000,17.400,-97.540,-489.000,0.000,0.000,0.000,17.400,-97.540,-489.000,0.000
8/21/2018,8/21/2018,aFRR,NEG_20_24,0.000,0.000,0.000,17.400,-100.020,-550.000,0.000,0.000,0.000,17.400,-100.020,-550.000,0.000
8/22/2018,8/22/2018,aFRR,POS_00_04,0.000,2.280,7.850,64.300,1735.220,9999.000,0.000,2.280,7.850,64.300,1735.220,9999.000,0.000
8/22/2018,8/22/2018,aFRR,POS_04_08,0.000,5.360,10.650,66.000,1386.320,9999.000,0.000,5.360,10.650,66.000,1386.320,9999.000,0.000
8/22/2018,8/22/2018,aFRR,POS_08_12,0.000,23.620,39.790,74.000,792.420,9999.000,0.000,23.620,39.790,74.000,792.420,9999.000,0.000
8/22/2018,8/22/2018,aFRR,POS_12_16,0.000,23.160,39.830,69.000,824.200,9999.000,0.000,23.160,39.830,69.000,824.200,9999.000,0.000
8/22/2018,8/22/2018,aFRR,POS_16_20,0.000,27.750,46.730,69.000,847.950,9999.000,0.000,27.750,46.730,69.000,847.950,9999.000,0.000
8/22/2018,8/22/2018,aFRR,POS_20_24,0.000,27.830,42.500,70.250,822.930,9999.000,0.000,27.830,42.500,70.250,822.930,9999.000,0.000
8/22/2018,8/22/2018,aFRR,NEG_00_04,0.000,0.000,0.000,17.500,-34.340,-350.348,0.000,0.000,0.000,17.500,-34.340,-350.348,0.000
8/22/2018,8/22/2018,aFRR,NEG_04_08,0.000,0.000,0.000,17.400,-41.400,-410.000,0.000,0.000,0.000,17.400,-41.400,-410.000,0.000
8/22/2018,8/22/2018,aFRR,NEG_08_12,0.000,0.000,0.000,17.500,-5.100,-200.000,0.000,0.000,0.000,17.500,-5.100,-200.000,0.000
8/22/2018,8/22/2018,aFRR,NEG_12_16,0.000,0.000,0.000,18.000,5.330,-147.000,0.000,0.000,0.000,18.000,5.330,-147.000,0.000
8/22/2018,8/22/2018,aFRR,NEG_16_20,0.000,0.000,0.000,18.000,5.260,-143.130,0.000,0.000,0.000,18.000,5.260,-143.130,0.000
8/22/2018,8/22/2018,aFRR,NEG_20_24,0.000,0.000,0.000,17.400,4.830,-149.000,0.000,0.000,0.000,17.400,4.830,-149.000,0.000
8/23/2018,8/23/2018,aFRR,POS_00_04,0.000,0.430,2.800,65.000,6209.940,9999.000,0.000,0.430,2.800,65.000,6209.940,9999.000,0.000
8/23/2018,8/23/2018,aFRR,POS_04_08,0.000,1.000,4.590,67.000,6316.710,9999.000,0.000,1.000,4.590,67.000,6316.710,9999.000,0.000
8/23/2018,8/23/2018,aFRR,POS_08_12,0.000,11.660,20.490,74.000,2318.750,9999.000,0.000,11.660,20.490,74.000,2318.750,9999.000,0.000
8/23/2018,8/23/2018,aFRR,POS_12_16,0.000,9.220,16.200,69.000,2989.190,9999.000,0.000,9.220,16.200,69.000,2989.190,9999.000,0.000
8/23/2018,8/23/2018,aFRR,POS_16_20,0.000,12.680,25.460,69.000,2224.740,9999.000,0.000,12.680,25.460,69.000,2224.740,9999.000,0.000
8/23/2018,8/23/2018,aFRR,POS_20_24,0.000,12.470,25.440,72.000,2179.840,9999.000,0.000,12.470,25.440,72.000,2179.840,9999.000,0.000
8/23/2018,8/23/2018,aFRR,NEG_00_04,0.000,0.000,0.000,17.000,13.140,-60.839,0.000,0.000,0.000,17.000,13.140,-60.839,0.000
8/23/2018,8/23/2018,aFRR,NEG_04_08,0.000,0.000,0.000,18.180,16.140,5.500,0.000,0.000,0.000,18.180,16.140,5.500,0.000
8/23/2018,8/23/2018,aFRR,NEG_08_12,0.000,0.000,0.000,18.000,17.030,12.938,0.000,0.000,0.000,18.000,17.030,12.938,0.000
8/23/2018,8/23/2018,aFRR,NEG_12_16,0.000,0.000,0.000,18.000,17.140,14.111,0.000,0.000,0.000,18.000,17.140,14.111,0.000
8/23/2018,8/23/2018,aFRR,NEG_16_20,0.000,0.000,0.000,19.000,17.310,14.111,0.000,0.000,0.000,19.000,17.310,14.111,0.000
8/23/2018,8/23/2018,aFRR,NEG_20_24,0.000,0.000,0.000,18.180,16.650,9.333,0.000,0.000,0.000,18.180,16.650,9.333,0.000
8/24/2018,8/24/2018,aFRR,POS_00_04,0.000,0.000,0.060,65.870,2339.010,9999.000,0.000,0.000,0.060,65.870,2339.010,9999.000,0.000
8/24/2018,8/24/2018,aFRR,POS_04_08,0.000,0.080,0.950,66.870,2365.020,9999.000,0.000,0.080,0.950,66.870,2365.020,9999.000,0.000
8/24/2018,8/24/2018,aFRR,POS_08_12,0.000,1.670,7.380,74.000,2751.190,9999.000,0.000,1.670,7.380,74.000,2751.190,9999.000,0.000
8/24/2018,8/24/2018,aFRR,POS_12_16,0.000,1.170,5.280,68.000,2731.110,9999.000,0.000,1.170,5.280,68.000,2731.110,9999.000,0.000
8/24/2018,8/24/2018,aFRR,POS_16_20,0.000,2.000,7.480,68.000,2641.800,9999.000,0.000,2.000,7.480,68.000,2641.800,9999.000,0.000
8/24/2018,8/24/2018,aFRR,POS_20_24,0.000,1.880,7.240,68.000,2629.020,9999.000,0.000,1.880,7.240,68.000,2629.020,9999.000,0.000
8/24/2018,8/24/2018,aFRR,NEG_00_04,0.000,0.000,0.000,18.500,11.310,-50.000,0.000,0.000,0.000,18.500,11.310,-50.000,0.000
8/24/2018,8/24/2018,aFRR,NEG_04_08,0.000,0.000,0.000,19.000,17.070,5.262,0.000,0.000,0.000,19.000,17.070,5.262,0.000
8/24/2018,8/24/2018,aFRR,NEG_08_12,0.000,0.000,0.000,20.000,15.630,-19.158,0.000,0.000,0.000,20.000,15.630,-19.158,0.000
8/24/2018,8/24/2018,aFRR,NEG_12_16,0.000,0.000,0.000,19.000,11.030,-61.526,0.000,0.000,0.000,19.000,11.030,-61.526,0.000
8/24/2018,8/24/2018,aFRR,NEG_16_20,0.000,0.000,0.000,20.000,14.410,-43.368,0.000,0.000,0.000,20.000,14.410,-43.368,0.000
8/24/2018,8/24/2018,aFRR,NEG_20_24,0.000,0.000,0.000,20.000,14.250,-42.444,0.000,0.000,0.000,20.000,14.250,-42.444,0.000
8/25/2018,8/25/2018,aFRR,POS_00_04,0.000,0.000,0.000,67.850,462.290,1313.799,0.000,0.000,0.000,67.850,462.290,1313.799,0.000
8/25/2018,8/25/2018,aFRR,POS_04_08,0.000,0.000,0.000,67.850,480.650,1381.080,0.000,0.000,0.000,67.850,480.650,1381.080,0.000
8/25/2018,8/25/2018,aFRR,POS_08_12,0.000,0.000,0.000,67.850,956.910,3349.000,0.000,0.000,0.000,67.850,956.910,3349.000,0.000
8/25/2018,8/25/2018,aFRR,POS_12_16,0.000,0.000,0.000,66.850,951.950,3352.000,0.000,0.000,0.000,66.850,951.950,3352.000,0.000
8/25/2018,8/25/2018,aFRR,POS_16_20,0.000,0.000,0.000,67.850,699.540,2943.371,0.000,0.000,0.000,67.850,699.540,2943.371,0.000
8/25/2018,8/25/2018,aFRR,POS_20_24,0.000,0.000,0.000,68.000,959.800,3353.042,0.000,0.000,0.000,68.000,959.800,3353.042,0.000
8/25/2018,8/25/2018,aFRR,NEG_00_04,0.000,0.000,0.000,19.220,-75.730,-390.000,0.000,0.000,0.000,19.220,-75.730,-390.000,0.000
8/25/2018,8/25/2018,aFRR,NEG_04_08,0.000,0.000,0.000,20.000,-118.240,-449.000,0.000,0.000,0.000,20.000,-118.240,-449.000,0.000
8/25/2018,8/25/2018,aFRR,NEG_08_12,0.000,0.000,0.000,20.100,-47.320,-250.000,0.000,0.000,0.000,20.100,-47.320,-250.000,0.000
8/25/2018,8/25/2018,aFRR,NEG_12_16,0.000,0.000,0.000,20.000,-128.510,-500.000,0.000,0.000,0.000,20.000,-128.510,-500.000,0.000
8/25/2018,8/25/2018,aFRR,NEG_16_20,0.000,0.000,0.000,20.400,-91.550,-449.000,0.000,0.000,0.000,20.400,-91.550,-449.000,0.000
8/25/2018,8/25/2018,aFRR,NEG_20_24,0.000,0.000,0.000,20.400,-49.110,-264.000,0.000,0.000,0.000,20.400,-49.110,-264.000,0.000
8/26/2018,8/26/2018,aFRR,POS_00_04,0.000,0.000,0.000,66.000,100.130,117.322,0.000,0.000,0.000,66.000,100.130,117.322,0.000
8/26/2018,8/26/2018,aFRR,POS_04_08,0.000,0.000,0.000,67.000,104.830,127.603,0.000,0.000,0.000,67.000,104.830,127.603,0.000
8/26/2018,8/26/2018,aFRR,POS_08_12,0.000,0.000,0.000,68.780,105.630,130.270,0.000,0.000,0.000,68.780,105.630,130.270,0.000
8/26/2018,8/26/2018,aFRR,POS_12_16,0.000,0.000,0.000,68.780,105.950,131.670,0.000,0.000,0.000,68.780,105.950,131.670,0.000
8/26/2018,8/26/2018,aFRR,POS_16_20,0.000,4.780,46.190,68.780,704.870,9999.000,0.000,4.780,46.190,68.780,704.870,9999.000,0.000
8/26/2018,8/26/2018,aFRR,POS_20_24,0.000,1.100,14.400,68.780,767.790,9999.000,0.000,1.100,14.400,68.780,767.790,9999.000,0.000
8/26/2018,8/26/2018,aFRR,NEG_00_04,0.000,0.000,0.000,19.840,-9.210,-75.742,0.000,0.000,0.000,19.840,-9.210,-75.742,0.000
8/26/2018,8/26/2018,aFRR,NEG_04_08,0.000,0.000,0.000,19.870,-3.630,-119.828,0.000,0.000,0.000,19.870,-3.630,-119.828,0.000
8/26/2018,8/26/2018,aFRR,NEG_08_12,0.000,0.000,0.000,20.344,-18.720,-139.000,0.000,0.000,0.000,20.344,-18.720,-139.000,0.000
8/26/2018,8/26/2018,aFRR,NEG_12_16,0.000,1.170,20.650,19.880,-426.150,-9500.000,0.000,1.170,20.650,19.880,-426.150,-9500.000,0.000
8/26/2018,8/26/2018,aFRR,NEG_16_20,0.000,0.430,14.400,20.602,-408.770,-9500.000,0.000,0.430,14.400,20.602,-408.770,-9500.000,0.000
8/26/2018,8/26/2018,aFRR,NEG_20_24,0.000,0.000,0.000,20.770,-2.030,-35.333,0.000,0.000,0.000,20.770,-2.030,-35.333,0.000
8/27/2018,8/27/2018,aFRR,POS_00_04,0.000,1.630,42.000,68.000,1092.430,9999.000,0.000,1.630,42.000,68.000,1092.430,9999.000,0.000
8/27/2018,8/27/2018,aFRR,POS_04_08,0.000,2.390,39.940,67.000,1023.140,9999.000,0.000,2.390,39.940,67.000,1023.140,9999.000,0.000
8/27/2018,8/27/2018,aFRR,POS_08_12,0.000,2.060,24.040,68.250,1192.530,9999.000,0.000,2.060,24.040,68.250,1192.530,9999.000,0.000
8/27/2018,8/27/2018,aFRR,POS_12_16,0.000,3.120,38.760,68.250,1207.330,9999.000,0.000,3.120,38.760,68.250,1207.330,9999.000,0.000
8/27/2018,8/27/2018,aFRR,POS_16_20,0.000,9.980,76.920,68.250,1466.430,9999.000,0.000,9.980,76.920,68.250,1466.430,9999.000,0.000
8/27/2018,8/27/2018,aFRR,POS_20_24,0.000,3.890,45.000,68.250,1417.850,9999.000,0.000,3.890,45.000,68.250,1417.850,9999.000,0.000
8/27/2018,8/27/2018,aFRR,NEG_00_04,0.000,4.880,28.000,19.870,-510.330,-9999.000,0.000,4.880,28.000,19.870,-510.330,-9999.000,0.000
8/27/2018,8/27/2018,aFRR,NEG_04_08,0.000,3.820,28.000,19.460,-526.980,-9999.000,0.000,3.820,28.000,19.460,-526.980,-9999.000,0.000
8/27/2018,8/27/2018,aFRR,NEG_08_12,0.000,0.000,0.000,20.770,-221.680,-999.000,0.000,0.000,0.000,20.770,-221.680,-999.000,0.000
8/27/2018,8/27/2018,aFRR,NEG_12_16,0.000,0.240,5.880,20.770,-452.350,-9999.000,0.000,0.240,5.880,20.770,-452.350,-9999.000,0.000
8/27/2018,8/27/2018,aFRR,NEG_16_20,0.000,0.080,2.610,20.770,-451.500,-9999.000,0.000,0.080,2.610,20.770,-451.500,-9999.000,0.000
8/27/2018,8/27/2018,aFRR,NEG_20_24,0.000,0.000,0.000,21.037,-155.590,-599.000,0.000,0.000,0.000,21.037,-155.590,-599.000,0.000
8/28/2018,8/28/2018,aFRR,POS_00_04,0.000,7.290,19.200,68.000,910.990,9999.000,0.000,7.290,19.200,68.000,910.990,9999.000,0.000
8/28/2018,8/28/2018,aFRR,POS_04_08,0.000,7.100,17.080,67.000,977.770,9999.000,0.000,7.100,17.080,67.000,977.770,9999.000,0.000
8/28/2018,8/28/2018,aFRR,POS_08_12,0.000,7.860,22.000,74.000,1106.310,9999.000,0.000,7.860,22.000,74.000,1106.310,9999.000,0.000
8/28/2018,8/28/2018,aFRR,POS_12_16,0.000,8.860,21.780,69.000,940.270,9999.000,0.000,8.860,21.780,69.000,940.270,9999.000,0.000
8/28/2018,8/28/2018,aFRR,POS_16_20,0.000,15.170,38.500,69.000,1025.690,9999.000,0.000,15.170,38.500,69.000,1025.690,9999.000,0.000
8/28/2018,8/28/2018,aFRR,POS_20_24,0.000,7.790,14.600,72.000,762.240,9999.000,0.000,7.790,14.600,72.000,762.240,9999.000,0.000
8/28/2018,8/28/2018,aFRR,NEG_00_04,0.000,0.050,2.000,20.770,-305.870,-9999.000,0.000,0.050,2.000,20.770,-305.870,-9999.000,0.000
8/28/2018,8/28/2018,aFRR,NEG_04_08,0.000,0.020,1.330,20.770,-298.640,-9999.000,0.000,0.020,1.330,20.770,-298.640,-9999.000,0.000
8/28/2018,8/28/2018,aFRR,NEG_08_12,0.000,0.000,0.000,21.037,6.150,-36.087,0.000,0.000,0.000,21.037,6.150,-36.087,0.000
8/28/2018,8/28/2018,aFRR,NEG_12_16,0.000,0.000,0.000,21.037,1.780,-42.842,0.000,0.000,0.000,21.037,1.780,-42.842,0.000
8/28/2018,8/28/2018,aFRR,NEG_16_20,0.000,0.000,0.000,21.037,7.970,-39.702,0.000,0.000,0.000,21.037,7.970,-39.702,0.000
8/28/2018,8/28/2018,aFRR,NEG_20_24,0.000,0.000,0.000,21.037,11.660,-27.985,0.000,0.000,0.000,21.037,11.660,-27.985,0.000
8/29/2018,8/29/2018,aFRR,POS_00_04,0.000,0.030,1.410,68.000,6052.170,8979.000,0.000,0.030,1.410,68.000,6052.170,8979.000,0.000
8/29/2018,8/29/2018,aFRR,POS_04_08,0.000,0.150,3.870,69.000,6085.490,9000.000,0.000,0.150,3.870,69.000,6085.490,9000.000,0.000
8/29/2018,8/29/2018,aFRR,POS_08_12,0.000,0.060,2.440,70.000,5919.400,8979.000,0.000,0.060,2.440,70.000,5919.400,8979.000,0.000
8/29/2018,8/29/2018,aFRR,POS_12_16,0.000,0.600,5.500,70.000,6098.290,9999.000,0.000,0.600,5.500,70.000,6098.290,9999.000,0.000
8/29/2018,8/29/2018,aFRR,POS_16_20,0.000,0.280,7.040,70.000,5878.140,8979.000,0.000,0.280,7.040,70.000,5878.140,8979.000,0.000
8/29/2018,8/29/2018,aFRR,POS_20_24,0.000,0.100,3.740,70.000,5867.770,8979.000,0.000,0.100,3.740,70.000,5867.770,8979.000,0.000
8/29/2018,8/29/2018,aFRR,NEG_00_04,0.000,0.000,0.000,22.430,15.790,8.832,0.000,0.000,0.000,22.430,15.790,8.832,0.000
8/29/2018,8/29/2018,aFRR,NEG_04_08,0.000,0.000,0.000,22.430,15.220,-0.200,0.000,0.000,0.000,22.430,15.220,-0.200,0.000
8/29/2018,8/29/2018,aFRR,NEG_08_12,0.000,0.000,0.000,22.500,18.280,13.410,0.000,0.000,0.000,22.500,18.280,13.410,0.000
8/29/2018,8/29/2018,aFRR,NEG_12_16,0.000,0.000,0.000,22.500,17.210,11.970,0.000,0.000,0.000,22.500,17.210,11.970,0.000
8/29/2018,8/29/2018,aFRR,NEG_16_20,0.000,0.000,0.000,22.500,19.150,16.530,0.000,0.000,0.000,22.500,19.150,16.530,0.000
8/29/2018,8/29/2018,aFRR,NEG_20_24,0.000,0.000,0.000,22.430,18.160,15.190,0.000,0.000,0.000,22.430,18.160,15.190,0.000
8/30/2018,8/30/2018,aFRR,POS_00_04,0.000,0.000,0.000,67.150,263.690,1028.676,0.000,0.000,0.000,67.150,263.690,1028.676,0.000
8/30/2018,8/30/2018,aFRR,POS_04_08,0.000,0.000,0.000,68.000,261.630,1129.198,0.000,0.000,0.000,68.000,261.630,1129.198,0.000
8/30/2018,8/30/2018,aFRR,POS_08_12,0.000,0.000,0.000,75.000,258.190,1050.000,0.000,0.000,0.000,75.000,258.190,1050.000,0.000
8/30/2018,8/30/2018,aFRR,POS_12_16,0.000,0.000,0.000,75.000,274.090,1250.000,0.000,0.000,0.000,75.000,274.090,1250.000,0.000
8/30/2018,8/30/2018,aFRR,POS_16_20,0.000,0.000,0.000,75.000,271.040,1250.000,0.000,0.000,0.000,75.000,271.040,1250.000,0.000
8/30/2018,8/30/2018,aFRR,POS_20_24,0.000,0.000,0.000,75.000,271.140,1250.000,0.000,0.000,0.000,75.000,271.140,1250.000,0.000
8/30/2018,8/30/2018,aFRR,NEG_00_04,0.000,0.000,0.000,23.130,18.570,14.450,0.000,0.000,0.000,23.130,18.570,14.450,0.000
8/30/2018,8/30/2018,aFRR,NEG_04_08,0.000,0.000,0.000,23.130,18.640,14.470,0.000,0.000,0.000,23.130,18.640,14.470,0.000
8/30/2018,8/30/2018,aFRR,NEG_08_12,0.000,0.000,0.000,24.020,19.000,14.960,0.000,0.000,0.000,24.020,19.000,14.960,0.000
8/30/2018,8/30/2018,aFRR,NEG_12_16,0.000,0.000,0.000,24.020,18.900,14.960,0.000,0.000,0.000,24.020,18.900,14.960,0.000
8/30/2018,8/30/2018,aFRR,NEG_16_20,0.000,0.000,0.000,24.020,18.940,14.450,0.000,0.000,0.000,24.020,18.940,14.450,0.000
8/30/2018,8/30/2018,aFRR,NEG_20_24,0.000,0.000,0.000,23.130,18.730,14.450,0.000,0.000,0.000,23.130,18.730,14.450,0.000
8/31/2018,8/31/2018,aFRR,POS_00_04,0.000,0.150,2.270,68.000,956.280,9998.000,0.000,0.150,2.270,68.000,956.280,9998.000,0.000
8/31/2018,8/31/2018,aFRR,POS_04_08,0.000,1.870,8.890,68.000,919.340,9998.000,0.000,1.870,8.890,68.000,919.340,9998.000,0.000
8/31/2018,8/31/2018,aFRR,POS_08_12,0.000,4.190,19.200,75.000,898.430,9999.000,0.000,4.190,19.200,75.000,898.430,9999.000,0.000
8/31/2018,8/31/2018,aFRR,POS_12_16,0.000,0.180,3.820,75.000,655.100,9998.000,0.000,0.180,3.820,75.000,655.100,9998.000,0.000
8/31/2018,8/31/2018,aFRR,POS_16_20,0.000,0.270,7.270,75.000,505.930,9998.000,0.000,0.270,7.270,75.000,505.930,9998.000,0.000
8/31/2018,8/31/2018,aFRR,POS_20_24,0.000,0.130,4.550,75.000,460.640,9998.000,0.000,0.130,4.550,75.000,460.640,9998.000,0.000
8/31/2018,8/31/2018,aFRR,NEG_00_04,0.000,0.000,0.000,23.670,2.000,-167.522,0.000,0.000,0.000,23.670,2.000,-167.522,0.000
8/31/2018,8/31/2018,aFRR,NEG_04_08,0.000,0.000,0.000,23.670,-15.140,-208.217,0.000,0.000,0.000,23.670,-15.140,-208.217,0.000
8/31/2018,8/31/2018,aFRR,NEG_08_12,0.000,0.000,0.000,27.600,18.260,-16.200,0.000,0.000,0.000,27.600,18.260,-16.200,0.000
8/31/2018,8/31/2018,aFRR,NEG_12_16,0.000,0.000,0.000,24.720,18.560,-16.200,0.000,0.000,0.000,24.720,18.560,-16.200,0.000
8/31/2018,8/31/2018,aFRR,NEG_16_20,0.000,0.000,0.000,27.600,19.360,-19.241,0.000,0.000,0.000,27.600,19.360,-19.241,0.000
8/31/2018,8/31/2018,aFRR,NEG_20_24,0.000,0.000,0.000,26.800,12.690,-75.000,0.000,0.000,0.000,26.800,12.690,-75.000,0.000
9/1/2018,9/1/2018,aFRR,POS_00_04,0.000,0.000,0.000,68.000,224.670,1005.000,0.000,0.000,0.000,68.000,224.670,1005.000,0.000
9/1/2018,9/1/2018,aFRR,POS_04_08,0.000,0.070,1.500,68.000,620.190,9999.000,0.000,0.070,1.500,68.000,620.190,9999.000,0.000
9/1/2018,9/1/2018,aFRR,POS_08_12,0.000,0.920,8.600,73.000,583.260,9999.000,0.000,0.920,8.600,73.000,583.260,9999.000,0.000
9/1/2018,9/1/2018,aFRR,POS_12_16,0.000,0.220,2.000,73.000,565.480,9999.000,0.000,0.220,2.000,73.000,565.480,9999.000,0.000
9/1/2018,9/1/2018,aFRR,POS_16_20,0.000,0.140,1.500,75.000,490.100,9999.000,0.000,0.140,1.500,75.000,490.100,9999.000,0.000
9/1/2018,9/1/2018,aFRR,POS_20_24,0.000,0.250,1.500,73.000,496.050,9999.000,0.000,0.250,1.500,73.000,496.050,9999.000,0.000
9/1/2018,9/1/2018,aFRR,NEG_00_04,0.000,0.000,0.000,24.380,9.880,-47.632,0.000,0.000,0.000,24.380,9.880,-47.632,0.000
9/1/2018,9/1/2018,aFRR,NEG_04_08,0.000,0.000,0.000,24.380,3.570,-82.857,0.000,0.000,0.000,24.380,3.570,-82.857,0.000
9/1/2018,9/1/2018,aFRR,NEG_08_12,0.000,0.000,0.000,25.000,-12.640,-200.000,0.000,0.000,0.000,25.000,-12.640,-200.000,0.000
9/1/2018,9/1/2018,aFRR,NEG_12_16,0.000,0.000,0.000,25.000,-32.510,-201.435,0.000,0.000,0.000,25.000,-32.510,-201.435,0.000
9/1/2018,9/1/2018,aFRR,NEG_16_20,0.000,0.000,0.000,28.100,-13.100,-200.000,0.000,0.000,0.000,28.100,-13.100,-200.000,0.000
9/1/2018,9/1/2018,aFRR,NEG_20_24,0.000,0.000,0.000,28.100,-9.620,-200.000,0.000,0.000,0.000,28.100,-9.620,-200.000,0.000
9/2/2018,9/2/2018,aFRR,POS_00_04,0.000,0.000,0.000,68.000,137.990,799.000,0.000,0.000,0.000,68.000,137.990,799.000,0.000
9/2/2018,9/2/2018,aFRR,POS_04_08,0.000,0.000,0.000,68.000,125.580,767.000,0.000,0.000,0.000,68.000,125.580,767.000,0.000
9/2/2018,9/2/2018,aFRR,POS_08_12,0.000,0.000,0.000,75.000,167.220,1002.000,0.000,0.000,0.000,75.000,167.220,1002.000,0.000
9/2/2018,9/2/2018,aFRR,POS_12_16,0.000,0.360,4.000,75.000,1020.650,9999.000,0.000,0.360,4.000,75.000,1020.650,9999.000,0.000
9/2/2018,9/2/2018,aFRR,POS_16_20,0.000,0.920,10.000,75.000,1039.900,9999.000,0.000,0.920,10.000,75.000,1039.900,9999.000,0.000
9/2/2018,9/2/2018,aFRR,POS_20_24,0.000,0.640,5.830,75.000,971.020,9999.000,0.000,0.640,5.830,75.000,971.020,9999.000,0.000
9/2/2018,9/2/2018,aFRR,NEG_00_04,0.000,0.000,0.000,27.000,7.530,-146.000,0.000,0.000,0.000,27.000,7.530,-146.000,0.000
9/2/2018,9/2/2018,aFRR,NEG_04_08,0.000,0.000,0.000,27.000,-1.330,-200.000,0.000,0.000,0.000,27.000,-1.330,-200.000,0.000
9/2/2018,9/2/2018,aFRR,NEG_08_12,0.000,0.000,0.000,27.000,-82.110,-489.000,0.000,0.000,0.000,27.000,-82.110,-489.000,0.000
9/2/2018,9/2/2018,aFRR,NEG_12_16,0.000,0.000,0.000,27.000,-84.060,-499.000,0.000,0.000,0.000,27.000,-84.060,-499.000,0.000
9/2/2018,9/2/2018,aFRR,NEG_16_20,0.000,0.000,0.000,27.000,-41.390,-309.000,0.000,0.000,0.000,27.000,-41.390,-309.000,0.000
9/2/2018,9/2/2018,aFRR,NEG_20_24,0.000,0.000,0.000,27.000,-12.250,-200.000,0.000,0.000,0.000,27.000,-12.250,-200.000,0.000
9/3/2018,9/3/2018,aFRR,POS_00_04,0.000,3.640,10.000,68.000,876.080,9998.000,0.000,3.640,10.000,68.000,876.080,9998.000,0.000
9/3/2018,9/3/2018,aFRR,POS_04_08,0.000,4.100,10.000,68.000,731.390,9998.000,0.000,4.100,10.000,68.000,731.390,9998.000,0.000
9/3/2018,9/3/2018,aFRR,POS_08_12,0.000,4.590,10.000,70.000,602.440,9999.000,0.000,4.590,10.000,70.000,602.440,9999.000,0.000
9/3/2018,9/3/2018,aFRR,POS_12_16,0.000,3.630,10.000,70.000,530.920,9998.000,0.000,3.630,10.000,70.000,530.920,9998.000,0.000
9/3/2018,9/3/2018,aFRR,POS_16_20,0.000,7.370,24.000,70.000,962.010,9998.000,0.000,7.370,24.000,70.000,962.010,9998.000,0.000
9/3/2018,9/3/2018,aFRR,POS_20_24,0.000,5.950,18.970,70.000,941.920,9998.000,0.000,5.950,18.970,70.000,941.920,9998.000,0.000
9/3/2018,9/3/2018,aFRR,NEG_00_04,0.000,0.000,0.000,25.000,-115.800,-550.000,0.000,0.000,0.000,25.000,-115.800,-550.000,0.000
9/3/2018,9/3/2018,aFRR,NEG_04_08,0.000,0.000,0.000,25.000,-97.610,-489.000,0.000,0.000,0.000,25.000,-97.610,-489.000,0.000
9/3/2018,9/3/2018,aFRR,NEG_08_12,0.000,0.000,0.000,26.900,-16.420,-192.000,0.000,0.000,0.000,26.900,-16.420,-192.000,0.000
9/3/2018,9/3/2018,aFRR,NEG_12_16,0.000,0.000,0.000,26.900,11.380,-57.360,0.000,0.000,0.000,26.900,11.380,-57.360,0.000
9/3/2018,9/3/2018,aFRR,NEG_16_20,0.000,0.000,0.000,26.900,-13.210,-180.000,0.000,0.000,0.000,26.900,-13.210,-180.000,0.000
9/3/2018,9/3/2018,aFRR,NEG_20_24,0.000,0.000,0.000,26.900,2.580,-113.261,0.000,0.000,0.000,26.900,2.580,-113.261,0.000
9/4/2018,9/4/2018,aFRR,POS_00_04,0.000,4.980,10.110,73.300,961.870,9998.000,0.000,4.980,10.110,73.300,961.870,9998.000,0.000
9/4/2018,9/4/2018,aFRR,POS_04_08,0.000,9.160,21.920,68.000,979.920,9998.000,0.000,9.160,21.920,68.000,979.920,9998.000,0.000
9/4/2018,9/4/2018,aFRR,POS_08_12,0.000,8.060,20.040,75.000,1016.720,9999.000,0.000,8.060,20.040,75.000,1016.720,9999.000,0.000
9/4/2018,9/4/2018,aFRR,POS_12_16,0.000,4.580,11.760,75.000,648.430,9998.000,0.000,4.580,11.760,75.000,648.430,9998.000,0.000
9/4/2018,9/4/2018,aFRR,POS_16_20,0.000,12.490,25.960,75.000,1067.450,9998.000,0.000,12.490,25.960,75.000,1067.450,9998.000,0.000
9/4/2018,9/4/2018,aFRR,POS_20_24,0.000,10.630,25.030,75.000,1138.650,9998.000,0.000,10.630,25.030,75.000,1138.650,9998.000,0.000
9/4/2018,9/4/2018,aFRR,NEG_00_04,0.000,0.000,0.000,27.810,-18.150,-215.000,0.000,0.000,0.000,27.810,-18.150,-215.000,0.000
