DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,TOTAL_MIN_CAPACITY_PRICE_[EUR/MW],TOTAL_AVERAGE_CAPACITY_PRICE_[EUR/MW],TOTAL_MARGINAL_CAPACITY_PRICE_[EUR/MW],TOTAL_MIN_ENERGY_PRICE_[EUR/MWh],TOTAL_AVERAGE_ENERGY_PRICE_[EUR/MWh],TOTAL_MARGINAL_ENERGY_PRICE_[EUR/MWh],GERMANY_MIN_CAPACITY_PRICE_[EUR/MW],GERMANY_AVERAGE_CAPACITY_PRICE_[EUR/MW],GERMANY_MARGINAL_CAPACITY_PRICE_[EUR/MW],GERMANY_MIN_ENERGY_PRICE_[EUR/MWh],GERMANY_AVERAGE_ENERGY_PRICE_[EUR/MWh],GERMANY_MARGINAL_ENERGY_PRICE_[EUR/MWh],GERMANY_IMPORT(-)_EXPORT(+)_[MW],AUSTRIA_MIN_CAPACITY_PRICE_[EUR/MW],AUSTRIA_AVERAGE_CAPACITY_PRICE_[EUR/MW],AUSTRIA_MARGINAL_CAPACITY_PRICE_[EUR/MW],AUSTRIA_MIN_ENERGY_PRICE_[EUR/MWh],AUSTRIA_AVERAGE_ENERGY_PRICE_[EUR/MWh],AUSTRIA_MARGINAL_ENERGY_PRICE_[EUR/MWh],AUSTRIA_IMPORT(-)_EXPORT(+)_[MW],GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
1/4/2020,1/4/2020,aFRR,POS_08_12,0.000,0.190,1.370,54.000,2158.650,9999.000,0.000,0.190,1.370,54.000,2158.650,9999.000,0.000,,,,,,,,
1/4/2020,1/4/2020,aFRR,POS_12_16,0.000,0.000,0.010,52.000,2194.490,9999.000,0.000,0.000,0.010,52.000,2194.490,9999.000,0.000,,,,,,,,
1/4/2020,1/4/2020,aFRR,POS_16_20,0.000,14.730,18.520,56.000,643.580,9999.000,0.000,14.730,18.520,56.000,643.580,9999.000,0.000,,,,,,,,
1/4/2020,1/4/2020,aFRR,POS_20_24,0.000,0.000,0.000,55.000,1453.900,4438.310,0.000,0.000,0.000,55.000,1453.900,4438.310,0.000,,,,,,,,
1/4/2020,1/4/2020,aFRR,NEG_00_04,0.000,50.440,80.000,0.000,-1053.020,-9878.000,0.000,50.440,80.000,0.000,-1053.020,-9878.000,0.000,,,,,,,,
1/4/2020,1/4/2020,aFRR,NEG_04_08,0.000,42.930,90.000,-1.400,-1070.770,-9878.000,0.000,42.930,90.000,-1.400,-1070.770,-9878.000,0.000,,,,,,,,
1/4/2020,1/4/2020,aFRR,NEG_08_12,0.000,5.300,29.000,9.900,-938.760,-9878.000,0.000,5.300,29.000,9.900,-938.760,-9878.000,0.000,,,,,,,,
1/4/2020,1/4/2020,aFRR,NEG_12_16,0.000,5.450,30.480,9.900,-928.420,-9878.000,0.000,5.450,30.480,9.900,-928.420,-9878.000,0.000,,,,,,,,
1/4/2020,1/4/2020,aFRR,NEG_16_20,0.000,0.000,0.000,14.200,-1215.500,-9742.000,0.000,0.000,0.000,14.200,-1215.500,-9742.000,0.000,,,,,,,,
1/4/2020,1/4/2020,aFRR,NEG_20_24,0.000,0.020,0.300,9.000,-1091.670,-9878.000,0.000,0.020,0.300,9.000,-1091.670,-9878.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,POS_00_04,0.000,0.120,1.440,54.000,1190.440,9999.000,0.000,0.120,1.440,54.000,1190.440,9999.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,POS_04_08,0.000,0.000,0.000,54.000,347.290,4180.000,0.000,0.000,0.000,54.000,347.290,4180.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,POS_08_12,0.000,0.170,1.420,54.000,567.890,9999.000,0.000,0.170,1.420,54.000,567.890,9999.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,POS_12_16,0.000,0.000,0.000,54.000,552.980,9949.000,0.000,0.000,0.000,54.000,552.980,9949.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,POS_16_20,0.000,13.170,17.000,56.000,481.960,9999.000,0.000,13.170,17.000,56.000,481.960,9999.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,POS_20_24,0.000,0.290,2.760,55.000,558.140,9999.000,0.000,0.290,2.760,55.000,558.140,9999.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,NEG_00_04,0.000,26.870,39.000,1.000,-403.780,-9878.000,0.000,26.870,39.000,1.000,-403.780,-9878.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,NEG_04_08,0.000,20.070,31.130,1.000,-405.010,-9878.000,0.000,20.070,31.130,1.000,-405.010,-9878.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,NEG_08_12,0.000,2.620,6.220,12.900,-707.290,-9878.000,0.000,2.620,6.220,12.900,-707.290,-9878.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,NEG_12_16,0.000,2.680,6.670,15.000,-694.700,-9878.000,0.000,2.680,6.670,15.000,-694.700,-9878.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,NEG_16_20,0.000,0.000,0.000,16.200,-469.810,-5499.000,0.000,0.000,0.000,16.200,-469.810,-5499.000,0.000,,,,,,,,
1/5/2020,1/5/2020,aFRR,NEG_20_24,0.000,0.000,0.000,14.000,-638.650,-5999.000,0.000,0.000,0.000,14.000,-638.650,-5999.000,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,POS_00_04,0.000,0.000,0.040,56.000,1646.110,9999.000,0.000,0.000,0.040,56.000,1646.110,9999.000,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,POS_04_08,0.000,0.000,0.000,58.500,323.150,750.940,0.000,0.000,0.000,58.500,323.150,750.940,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,POS_08_12,0.000,0.040,0.520,58.500,594.250,9999.000,0.000,0.040,0.520,58.500,594.250,9999.000,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,POS_12_16,0.000,0.220,1.760,55.000,479.270,9999.000,0.000,0.220,1.760,55.000,479.270,9999.000,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,POS_16_20,0.000,15.650,23.560,57.500,466.100,9999.000,0.000,15.650,23.560,57.500,466.100,9999.000,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,POS_20_24,0.000,0.010,0.480,58.500,1957.040,9999.000,0.000,0.010,0.480,58.500,1957.040,9999.000,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,NEG_00_04,0.000,19.780,27.140,3.000,-754.700,-9878.000,0.000,19.780,27.140,3.000,-754.700,-9878.000,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,NEG_04_08,0.000,12.530,19.000,3.000,-734.560,-9878.000,0.000,12.530,19.000,3.000,-734.560,-9878.000,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,NEG_08_12,0.000,0.560,2.000,12.900,-724.550,-9878.000,0.000,0.560,2.000,12.900,-724.550,-9878.000,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,NEG_12_16,0.000,0.690,3.000,15.000,-774.440,-9878.000,0.000,0.690,3.000,15.000,-774.440,-9878.000,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,NEG_16_20,0.000,0.000,0.000,16.200,-293.440,-4288.000,0.000,0.000,0.000,16.200,-293.440,-4288.000,0.000,,,,,,,,
1/6/2020,1/6/2020,aFRR,NEG_20_24,0.000,0.000,0.000,14.000,-305.140,-1915.000,0.000,0.000,0.000,14.000,-305.140,-1915.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,POS_00_04,0.000,0.000,0.000,57.500,321.140,3000.000,0.000,0.000,0.000,57.500,321.140,3000.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,POS_04_08,0.000,2.940,10.000,58.500,534.110,9999.000,0.000,2.940,10.000,58.500,534.110,9999.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,POS_08_12,0.000,9.300,26.000,58.500,470.450,9999.000,0.000,9.300,26.000,58.500,470.450,9999.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,POS_12_16,0.000,2.440,7.020,55.000,481.460,9999.000,0.000,2.440,7.020,55.000,481.460,9999.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,POS_16_20,0.000,16.320,22.220,57.500,562.130,9999.000,0.000,16.320,22.220,57.500,562.130,9999.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,POS_20_24,0.000,0.010,0.200,57.900,818.390,9999.000,0.000,0.010,0.200,57.900,818.390,9999.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,NEG_00_04,0.000,13.780,19.660,3.000,-769.370,-9878.000,0.000,13.780,19.660,3.000,-769.370,-9878.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,NEG_04_08,0.000,9.800,14.000,3.000,-848.730,-9878.000,0.000,9.800,14.000,3.000,-848.730,-9878.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,NEG_08_12,0.000,0.090,0.770,22.200,-642.540,-9878.000,0.000,0.090,0.770,22.200,-642.540,-9878.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,NEG_12_16,0.000,0.090,0.910,22.700,-726.770,-9878.000,0.000,0.090,0.910,22.700,-726.770,-9878.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,NEG_16_20,0.000,0.000,0.000,20.100,-138.850,-990.000,0.000,0.000,0.000,20.100,-138.850,-990.000,0.000,,,,,,,,
1/7/2020,1/7/2020,aFRR,NEG_20_24,0.000,0.000,0.000,14.000,-552.140,-5999.000,0.000,0.000,0.000,14.000,-552.140,-5999.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,POS_00_04,0.000,0.240,3.110,57.500,420.740,9999.000,0.000,0.240,3.110,57.500,420.740,9999.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,POS_04_08,0.000,3.510,7.550,58.500,441.820,9999.000,0.000,3.510,7.550,58.500,441.820,9999.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,POS_08_12,0.000,10.500,16.900,58.500,575.820,9999.000,0.000,10.500,16.900,58.500,575.820,9999.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,POS_12_16,0.000,2.630,4.710,55.000,869.100,9999.000,0.000,2.630,4.710,55.000,869.100,9999.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,POS_16_20,0.000,17.680,26.430,57.500,646.960,9999.000,0.000,17.680,26.430,57.500,646.960,9999.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,POS_20_24,0.000,0.960,4.290,58.500,594.020,9999.000,0.000,0.960,4.290,58.500,594.020,9999.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,NEG_00_04,0.000,20.930,40.430,3.000,-878.790,-9878.000,0.000,20.930,40.430,3.000,-878.790,-9878.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,NEG_04_08,0.000,14.010,21.860,3.000,-926.780,-9878.000,0.000,14.010,21.860,3.000,-926.780,-9878.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,NEG_08_12,0.000,0.110,0.880,15.000,-625.580,-9878.000,0.000,0.110,0.880,15.000,-625.580,-9878.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,NEG_12_16,0.000,0.000,0.000,15.000,-723.450,-5999.000,0.000,0.000,0.000,15.000,-723.450,-5999.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,NEG_16_20,0.000,0.000,0.000,18.000,-449.110,-5999.000,0.000,0.000,0.000,18.000,-449.110,-5999.000,0.000,,,,,,,,
1/8/2020,1/8/2020,aFRR,NEG_20_24,0.000,0.000,0.000,14.130,-20.820,-230.000,0.000,0.000,0.000,14.130,-20.820,-230.000,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,POS_00_04,0.000,0.490,2.210,57.240,2875.860,9999.000,0.000,0.490,2.210,57.240,2875.860,9999.000,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,POS_04_08,0.000,1.380,4.850,58.500,2697.760,9949.000,0.000,1.380,4.850,58.500,2697.760,9949.000,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,POS_08_12,0.000,3.110,8.500,58.500,4759.470,9949.000,0.000,3.110,8.500,58.500,4759.470,9949.000,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,POS_12_16,0.000,0.970,3.500,55.000,2558.200,9999.000,0.000,0.970,3.500,55.000,2558.200,9999.000,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,POS_16_20,0.000,14.490,16.710,57.500,2662.220,9949.000,0.000,14.490,16.710,57.500,2662.220,9949.000,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,POS_20_24,0.000,0.430,2.360,57.240,2720.250,9999.000,0.000,0.430,2.360,57.240,2720.250,9999.000,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,NEG_00_04,0.000,12.150,16.500,9.200,-771.120,-9878.000,0.000,12.150,16.500,9.200,-771.120,-9878.000,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,NEG_04_08,0.000,8.230,10.000,10.960,-1122.540,-9914.540,0.000,8.230,10.000,10.960,-1122.540,-9914.540,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,NEG_08_12,0.000,0.010,0.200,18.400,-617.070,-9878.000,0.000,0.010,0.200,18.400,-617.070,-9878.000,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,NEG_12_16,0.000,0.000,0.000,18.300,-199.580,-1800.000,0.000,0.000,0.000,18.300,-199.580,-1800.000,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,NEG_16_20,0.000,0.000,0.000,18.500,-17.520,-230.000,0.000,0.000,0.000,18.500,-17.520,-230.000,0.000,,,,,,,,
1/9/2020,1/9/2020,aFRR,NEG_20_24,0.000,0.000,0.010,15.200,-915.710,-9878.000,0.000,0.000,0.010,15.200,-915.710,-9878.000,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,POS_00_04,0.000,0.630,1.750,56.000,738.260,9999.000,0.000,0.630,1.750,56.000,738.260,9999.000,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,POS_04_08,0.000,1.560,4.690,58.500,925.240,9999.000,0.000,1.560,4.690,58.500,925.240,9999.000,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,POS_08_12,0.000,4.370,8.530,58.500,994.090,9999.000,0.000,4.370,8.530,58.500,994.090,9999.000,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,POS_12_16,0.000,1.600,4.680,55.000,809.580,9999.000,0.000,1.600,4.680,55.000,809.580,9999.000,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,POS_16_20,0.000,11.910,14.480,58.500,1029.670,9999.000,0.000,11.910,14.480,58.500,1029.670,9999.000,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,POS_20_24,0.000,0.100,0.640,56.900,705.460,9999.000,0.000,0.100,0.640,56.900,705.460,9999.000,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,NEG_00_04,0.000,16.210,25.670,8.800,-875.190,-9999.531,0.000,16.210,25.670,8.800,-875.190,-9999.531,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,NEG_04_08,0.000,8.510,12.860,10.442,-892.400,-9999.531,0.000,8.510,12.860,10.442,-892.400,-9999.531,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,NEG_08_12,0.000,0.000,0.050,18.800,-531.390,-9999.531,0.000,0.000,0.050,18.800,-531.390,-9999.531,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,NEG_12_16,0.000,0.020,0.750,18.800,-564.800,-9999.531,0.000,0.020,0.750,18.800,-564.800,-9999.531,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,NEG_16_20,0.000,0.000,0.000,18.800,-61.590,-250.000,0.000,0.000,0.000,18.800,-61.590,-250.000,0.000,,,,,,,,
1/10/2020,1/10/2020,aFRR,NEG_20_24,0.000,0.000,0.000,16.000,-88.800,-350.000,0.000,0.000,0.000,16.000,-88.800,-350.000,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,POS_00_04,0.000,0.440,1.220,55.970,671.850,9999.000,0.000,0.440,1.220,55.970,671.850,9999.000,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,POS_04_08,0.000,1.310,2.350,57.500,704.780,9999.000,0.000,1.310,2.350,57.500,704.780,9999.000,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,POS_08_12,0.000,4.090,5.800,57.500,795.880,9999.000,0.000,4.090,5.800,57.500,795.880,9999.000,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,POS_12_16,0.000,1.800,3.000,55.000,720.610,9999.000,0.000,1.800,3.000,55.000,720.610,9999.000,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,POS_16_20,0.000,7.240,10.290,57.500,2256.220,9949.000,0.000,7.240,10.290,57.500,2256.220,9949.000,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,POS_20_24,0.000,0.100,0.600,55.970,551.480,9999.000,0.000,0.100,0.600,55.970,551.480,9999.000,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,NEG_00_04,0.000,14.270,17.110,11.330,-688.880,-9878.000,0.000,14.270,17.110,11.330,-688.880,-9878.000,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,NEG_04_08,0.000,7.580,9.230,11.210,-663.670,-9878.000,0.000,7.580,9.230,11.210,-663.670,-9878.000,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,NEG_08_12,0.000,0.000,0.000,22.890,-50.330,-150.000,0.000,0.000,0.000,22.890,-50.330,-150.000,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,NEG_12_16,0.000,0.000,0.000,17.000,-52.100,-136.000,0.000,0.000,0.000,17.000,-52.100,-136.000,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,NEG_16_20,0.000,0.000,0.000,21.790,-53.550,-154.200,0.000,0.000,0.000,21.790,-53.550,-154.200,0.000,,,,,,,,
1/11/2020,1/11/2020,aFRR,NEG_20_24,0.000,0.010,0.200,16.000,-285.850,-9878.000,0.000,0.010,0.200,16.000,-285.850,-9878.000,0.000,,,,,,,,
1/12/2020,1/12/2020,aFRR,POS_00_04,0.000,0.360,0.850,52.000,339.220,9999.000,0.000,0.360,0.850,52.000,339.220,9999.000,0.000,,,,,,,,
1/12/2020,1/12/2020,aFRR,POS_04_08,0.000,1.030,1.520,52.000,275.770,9999.000,0.000,1.030,1.520,52.000,275.770,9999.000,0.000,,,,,,,,
1/12/2020,1/12/2020,aFRR,POS_08_12,0.000,2.460,3.790,53.760,336.270,9999.000,0.000,2.460,3.790,53.760,336.270,9999.000,0.000,,,,,,,,
1/12/2020,1/12/2020,aFRR,POS_12_16,0.000,0.650,1.700,53.760,280.340,9999.000,0.000,0.650,1.700,53.760,280.340,9999.000,0.000,,,,,,,,
1/12/2020,1/12/2020,aFRR,POS_16_20,0.000,6.360,8.820,57.500,487.790,9999.000,0.000,6.360,8.820,57.500,487.790,9999.000,0.000,,,,,,,,
1/12/2020,1/12/2020,aFRR,POS_20_24,0.000,0.820,4.110,57.500,349.490,9999.000,0.000,0.820,4.110,57.500,349.490,9999.000,0.000,,,,,,,,
