DATE_FROM,DATE_TO,TYPE_OF_RESERVES,PRODUCT,TOTAL_MIN_CAPACITY_PRICE_[EUR/MW],TOTAL_AVERAGE_CAPACITY_PRICE_[EUR/MW],TOTAL_MARGINAL_CAPACITY_PRICE_[EUR/MW],TOTAL_MIN_ENERGY_PRICE_[EUR/MWh],TOTAL_AVERAGE_ENERGY_PRICE_[EUR/MWh],TOTAL_MARGINAL_ENERGY_PRICE_[EUR/MWh],GERMANY_MIN_CAPACITY_PRICE_[EUR/MW],GERMANY_AVERAGE_CAPACITY_PRICE_[EUR/MW],GERMANY_MARGINAL_CAPACITY_PRICE_[EUR/MW],GERMANY_MIN_ENERGY_PRICE_[EUR/MWh],GERMANY_AVERAGE_ENERGY_PRICE_[EUR/MWh],GERMANY_MARGINAL_ENERGY_PRICE_[EUR/MWh],GERMANY_IMPORT(-)_EXPORT(+)_[MW]
5/30/2019,5/30/2019,aFRR,POS_20_24,0.000,17.450,122.100,54.000,64.380,420.000,0.000,17.450,122.100,54.000,64.380,420.000,0.000
5/30/2019,5/30/2019,aFRR,NEG_00_04,0.000,27.640,47.990,16.000,-4.820,-122.280,0.000,27.640,47.990,16.000,-4.820,-122.280,0.000
5/30/2019,5/30/2019,aFRR,NEG_04_08,0.000,30.850,54.300,16.000,-7.500,-145.000,0.000,30.850,54.300,16.000,-7.500,-145.000,0.000
5/30/2019,5/30/2019,aFRR,NEG_08_12,0.000,34.030,52.920,8.000,-52.100,-160.000,0.000,34.030,52.920,8.000,-52.100,-160.000,0.000
5/30/2019,5/30/2019,aFRR,NEG_12_16,0.000,90.290,147.160,15.000,-83.650,-396.880,0.000,90.290,147.160,15.000,-83.650,-396.880,0.000
5/30/2019,5/30/2019,aFRR,NEG_16_20,0.000,31.420,50.000,12.000,-48.020,-145.000,0.000,31.420,50.000,12.000,-48.020,-145.000,0.000
5/30/2019,5/30/2019,aFRR,NEG_20_24,0.000,16.380,23.420,19.000,7.480,-50.000,0.000,16.380,23.420,19.000,7.480,-50.000,0.000
5/31/2019,5/31/2019,aFRR,POS_00_04,2.010,5.110,8.090,52.140,60.680,70.450,2.010,5.110,8.090,52.140,60.680,70.450,0.000
5/31/2019,5/31/2019,aFRR,POS_04_08,6.420,9.810,12.350,53.000,61.610,73.010,6.420,9.810,12.350,53.000,61.610,73.010,0.000
5/31/2019,5/31/2019,aFRR,POS_08_12,0.000,18.590,23.130,53.950,64.640,121.200,0.000,18.590,23.130,53.950,64.640,121.200,0.000
5/31/2019,5/31/2019,aFRR,POS_12_16,2.480,7.550,9.560,52.000,61.490,72.010,2.480,7.550,9.560,52.000,61.490,72.010,0.000
5/31/2019,5/31/2019,aFRR,POS_16_20,5.000,11.950,15.090,54.000,64.280,87.000,5.000,11.950,15.090,54.000,64.280,87.000,0.000
5/31/2019,5/31/2019,aFRR,POS_20_24,6.900,12.750,16.110,54.000,64.510,83.000,6.900,12.750,16.110,54.000,64.510,83.000,0.000
5/31/2019,5/31/2019,aFRR,NEG_00_04,0.000,23.140,32.080,18.920,6.260,-78.570,0.000,23.140,32.080,18.920,6.260,-78.570,0.000
5/31/2019,5/31/2019,aFRR,NEG_04_08,0.000,16.980,25.360,18.000,8.920,-64.000,0.000,16.980,25.360,18.000,8.920,-64.000,0.000
5/31/2019,5/31/2019,aFRR,NEG_08_12,0.000,15.480,28.000,18.000,8.690,-64.000,0.000,15.480,28.000,18.000,8.690,-64.000,0.000
5/31/2019,5/31/2019,aFRR,NEG_12_16,0.000,19.230,60.080,18.000,4.440,-120.000,0.000,19.230,60.080,18.000,4.440,-120.000,0.000
5/31/2019,5/31/2019,aFRR,NEG_16_20,0.000,15.800,27.610,18.000,7.860,-78.570,0.000,15.800,27.610,18.000,7.860,-78.570,0.000
5/31/2019,5/31/2019,aFRR,NEG_20_24,0.820,9.810,13.890,20.000,11.730,-10.300,0.820,9.810,13.890,20.000,11.730,-10.300,0.000
6/1/2019,6/1/2019,aFRR,POS_00_04,2.010,5.130,8.900,49.610,61.600,70.100,2.010,5.130,8.900,49.610,61.600,70.100,0.000
6/1/2019,6/1/2019,aFRR,POS_04_08,5.220,9.540,12.500,49.610,60.860,73.010,5.220,9.540,12.500,49.610,60.860,73.010,0.000
6/1/2019,6/1/2019,aFRR,POS_08_12,0.000,17.940,21.100,49.610,62.590,125.250,0.000,17.940,21.100,49.610,62.590,125.250,0.000
6/1/2019,6/1/2019,aFRR,POS_12_16,1.140,7.820,12.030,49.610,60.790,72.010,1.140,7.820,12.030,49.610,60.790,72.010,0.000
6/1/2019,6/1/2019,aFRR,POS_16_20,2.550,11.490,14.600,50.570,63.480,79.900,2.550,11.490,14.600,50.570,63.480,79.900,0.000
6/1/2019,6/1/2019,aFRR,POS_20_24,0.000,13.960,26.330,54.000,66.540,127.320,0.000,13.960,26.330,54.000,66.540,127.320,0.000
6/1/2019,6/1/2019,aFRR,NEG_00_04,0.000,17.980,26.420,18.680,8.380,-70.010,0.000,17.980,26.420,18.680,8.380,-70.010,0.000
6/1/2019,6/1/2019,aFRR,NEG_04_08,0.000,14.420,21.560,16.270,7.490,-50.000,0.000,14.420,21.560,16.270,7.490,-50.000,0.000
6/1/2019,6/1/2019,aFRR,NEG_08_12,0.000,15.660,25.230,17.500,7.130,-64.000,0.000,15.660,25.230,17.500,7.130,-64.000,0.000
6/1/2019,6/1/2019,aFRR,NEG_12_16,0.180,21.520,32.760,15.000,2.580,-78.570,0.180,21.520,32.760,15.000,2.580,-78.570,0.000
6/1/2019,6/1/2019,aFRR,NEG_16_20,0.000,14.590,26.180,17.630,5.840,-70.010,0.000,14.590,26.180,17.630,5.840,-70.010,0.000
6/1/2019,6/1/2019,aFRR,NEG_20_24,0.900,8.960,12.430,21.570,12.810,-10.170,0.900,8.960,12.430,21.570,12.810,-10.170,0.000
6/2/2019,6/2/2019,aFRR,POS_00_04,0.920,4.500,7.940,47.300,60.300,70.100,0.920,4.500,7.940,47.300,60.300,70.100,0.000
6/2/2019,6/2/2019,aFRR,POS_04_08,2.200,8.200,11.450,47.300,59.230,79.200,2.200,8.200,11.450,47.300,59.230,79.200,0.000
6/2/2019,6/2/2019,aFRR,POS_08_12,8.760,12.190,16.530,47.300,60.100,72.800,8.760,12.190,16.530,47.300,60.100,72.800,0.000
6/2/2019,6/2/2019,aFRR,POS_12_16,1.200,6.110,9.000,47.300,56.530,69.600,1.200,6.110,9.000,47.300,56.530,69.600,0.000
6/2/2019,6/2/2019,aFRR,POS_16_20,5.470,11.070,15.000,47.300,60.050,79.900,5.470,11.070,15.000,47.300,60.050,79.900,0.000
6/2/2019,6/2/2019,aFRR,POS_20_24,0.000,15.940,24.420,47.300,61.100,125.250,0.000,15.940,24.420,47.300,61.100,125.250,0.000
6/2/2019,6/2/2019,aFRR,NEG_00_04,0.000,28.890,39.510,17.000,-10.900,-120.000,0.000,28.890,39.510,17.000,-10.900,-120.000,0.000
6/2/2019,6/2/2019,aFRR,NEG_04_08,0.000,31.490,43.590,16.000,-12.000,-120.000,0.000,31.490,43.590,16.000,-12.000,-120.000,0.000
6/2/2019,6/2/2019,aFRR,NEG_08_12,0.000,33.860,48.000,13.980,-47.640,-145.000,0.000,33.860,48.000,13.980,-47.640,-145.000,0.000
6/2/2019,6/2/2019,aFRR,NEG_12_16,0.000,87.440,140.360,7.000,-94.180,-390.630,0.000,87.440,140.360,7.000,-94.180,-390.630,0.000
6/2/2019,6/2/2019,aFRR,NEG_16_20,0.000,35.090,57.640,13.330,-50.630,-145.000,0.000,35.090,57.640,13.330,-50.630,-145.000,0.000
6/2/2019,6/2/2019,aFRR,NEG_20_24,0.000,14.250,18.000,18.000,1.640,-50.000,0.000,14.250,18.000,18.000,1.640,-50.000,0.000
6/3/2019,6/3/2019,aFRR,POS_00_04,2.440,4.900,7.400,49.410,61.560,70.100,2.440,4.900,7.400,49.410,61.560,70.100,0.000
6/3/2019,6/3/2019,aFRR,POS_04_08,3.280,9.370,12.500,50.910,62.070,80.400,3.280,9.370,12.500,50.910,62.070,80.400,0.000
6/3/2019,6/3/2019,aFRR,POS_08_12,0.000,19.840,22.250,50.700,60.680,115.010,0.000,19.840,22.250,50.700,60.680,115.010,0.000
6/3/2019,6/3/2019,aFRR,POS_12_16,3.530,7.970,10.070,51.000,60.290,72.010,3.530,7.970,10.070,51.000,60.290,72.010,0.000
6/3/2019,6/3/2019,aFRR,POS_16_20,5.470,12.170,14.900,53.450,64.030,83.000,5.470,12.170,14.900,53.450,64.030,83.000,0.000
6/3/2019,6/3/2019,aFRR,POS_20_24,0.000,25.550,88.000,53.820,63.950,200.000,0.000,25.550,88.000,53.820,63.950,200.000,0.000
6/3/2019,6/3/2019,aFRR,NEG_00_04,0.000,42.780,71.000,17.000,-11.900,-228.590,0.000,42.780,71.000,17.000,-11.900,-228.590,0.000
6/3/2019,6/3/2019,aFRR,NEG_04_08,0.000,17.200,21.560,17.000,5.800,-50.000,0.000,17.200,21.560,17.000,5.800,-50.000,0.000
6/3/2019,6/3/2019,aFRR,NEG_08_12,0.000,16.430,21.220,19.000,10.610,-50.000,0.000,16.430,21.220,19.000,10.610,-50.000,0.000
6/3/2019,6/3/2019,aFRR,NEG_12_16,0.000,18.090,23.920,19.000,7.910,-50.000,0.000,18.090,23.920,19.000,7.910,-50.000,0.000
6/3/2019,6/3/2019,aFRR,NEG_16_20,0.000,14.210,19.760,20.240,11.190,-40.000,0.000,14.210,19.760,20.240,11.190,-40.000,0.000
6/3/2019,6/3/2019,aFRR,NEG_20_24,0.560,9.240,11.540,20.100,11.140,-10.140,0.560,9.240,11.540,20.100,11.140,-10.140,0.000
6/4/2019,6/4/2019,aFRR,POS_00_04,0.000,4.260,7.400,49.800,63.980,70.480,0.000,4.260,7.400,49.800,63.980,70.480,0.000
6/4/2019,6/4/2019,aFRR,POS_04_08,3.850,8.950,11.640,49.800,63.330,81.600,3.850,8.950,11.640,49.800,63.330,81.600,0.000
6/4/2019,6/4/2019,aFRR,POS_08_12,0.000,19.120,22.250,54.000,62.870,125.250,0.000,19.120,22.250,54.000,62.870,125.250,0.000
6/4/2019,6/4/2019,aFRR,POS_12_16,3.830,7.990,16.860,51.020,61.030,70.100,3.830,7.990,16.860,51.020,61.030,70.100,0.000
6/4/2019,6/4/2019,aFRR,POS_16_20,6.900,12.110,14.900,54.000,63.810,83.000,6.900,12.110,14.900,54.000,63.810,83.000,0.000
6/4/2019,6/4/2019,aFRR,POS_20_24,0.950,28.960,52.950,49.830,60.970,142.340,0.950,28.960,52.950,49.830,60.970,142.340,0.000
6/4/2019,6/4/2019,aFRR,NEG_00_04,0.000,29.330,53.560,18.000,3.170,-145.000,0.000,29.330,53.560,18.000,3.170,-145.000,0.000
6/4/2019,6/4/2019,aFRR,NEG_04_08,1.410,14.050,16.840,19.000,9.060,-40.000,1.410,14.050,16.840,19.000,9.060,-40.000,0.000
6/4/2019,6/4/2019,aFRR,NEG_08_12,0.000,13.740,21.880,30.060,13.420,-40.000,0.000,13.740,21.880,30.060,13.420,-40.000,0.000
6/4/2019,6/4/2019,aFRR,NEG_12_16,1.760,14.820,18.480,20.140,10.630,-40.000,1.760,14.820,18.480,20.140,10.630,-40.000,0.000
6/4/2019,6/4/2019,aFRR,NEG_16_20,0.480,12.100,14.820,20.000,11.550,-20.300,0.480,12.100,14.820,20.000,11.550,-20.300,0.000
6/4/2019,6/4/2019,aFRR,NEG_20_24,1.060,8.130,12.180,21.600,10.660,-10.100,1.060,8.130,12.180,21.600,10.660,-10.100,0.000
6/5/2019,6/5/2019,aFRR,POS_00_04,0.000,3.840,8.570,48.100,64.290,79.200,0.000,3.840,8.570,48.100,64.290,79.200,0.000
6/5/2019,6/5/2019,aFRR,POS_04_08,1.560,8.930,11.890,50.290,62.750,82.800,1.560,8.930,11.890,50.290,62.750,82.800,0.000
6/5/2019,6/5/2019,aFRR,POS_08_12,0.060,18.580,21.720,50.820,61.690,121.200,0.060,18.580,21.720,50.820,61.690,121.200,0.000
6/5/2019,6/5/2019,aFRR,POS_12_16,5.200,7.660,12.570,48.100,60.560,70.100,5.200,7.660,12.570,48.100,60.560,70.100,0.000
6/5/2019,6/5/2019,aFRR,POS_16_20,6.410,11.960,15.610,51.200,63.400,83.300,6.410,11.960,15.610,51.200,63.400,83.300,0.000
6/5/2019,6/5/2019,aFRR,POS_20_24,7.570,21.630,30.450,50.410,61.330,116.400,7.570,21.630,30.450,50.410,61.330,116.400,0.000
6/5/2019,6/5/2019,aFRR,NEG_00_04,0.000,29.920,51.220,18.000,1.860,-145.000,0.000,29.920,51.220,18.000,1.860,-145.000,0.000
6/5/2019,6/5/2019,aFRR,NEG_04_08,0.000,14.020,19.880,20.000,7.820,-40.000,0.000,14.020,19.880,20.000,7.820,-40.000,0.000
6/5/2019,6/5/2019,aFRR,NEG_08_12,0.920,13.800,18.860,28.400,12.220,-20.300,0.920,13.800,18.860,28.400,12.220,-20.300,0.000
6/5/2019,6/5/2019,aFRR,NEG_12_16,0.000,13.770,19.020,20.400,8.030,-40.000,0.000,13.770,19.020,20.400,8.030,-40.000,0.000
6/5/2019,6/5/2019,aFRR,NEG_16_20,0.640,11.780,15.020,20.400,11.540,-10.070,0.640,11.780,15.020,20.400,11.540,-10.070,0.000
6/5/2019,6/5/2019,aFRR,NEG_20_24,0.970,7.470,11.160,20.400,9.390,-10.070,0.970,7.470,11.160,20.400,9.390,-10.070,0.000
6/6/2019,6/6/2019,aFRR,POS_00_04,2.150,3.350,8.190,49.320,64.590,70.100,2.150,3.350,8.190,49.320,64.590,70.100,0.000
6/6/2019,6/6/2019,aFRR,POS_04_08,0.630,7.920,12.190,49.320,63.560,87.600,0.630,7.920,12.190,49.320,63.560,87.600,0.000
6/6/2019,6/6/2019,aFRR,POS_08_12,0.000,17.940,20.760,49.320,61.780,121.200,0.000,17.940,20.760,49.320,61.780,121.200,0.000
6/6/2019,6/6/2019,aFRR,POS_12_16,4.800,7.320,10.190,49.320,60.220,70.100,4.800,7.320,10.190,49.320,60.220,70.100,0.000
6/6/2019,6/6/2019,aFRR,POS_16_20,2.350,11.310,15.730,50.800,63.850,88.800,2.350,11.310,15.730,50.800,63.850,88.800,0.000
6/6/2019,6/6/2019,aFRR,POS_20_24,1.590,20.990,24.840,51.640,63.390,127.320,1.590,20.990,24.840,51.640,63.390,127.320,0.000
6/6/2019,6/6/2019,aFRR,NEG_00_04,0.000,36.110,47.400,18.000,1.970,-135.010,0.000,36.110,47.400,18.000,1.970,-135.010,0.000
6/6/2019,6/6/2019,aFRR,NEG_04_08,0.000,14.770,18.880,18.000,5.030,-50.000,0.000,14.770,18.880,18.000,5.030,-50.000,0.000
6/6/2019,6/6/2019,aFRR,NEG_08_12,0.000,14.120,17.960,20.000,11.350,-40.000,0.000,14.120,17.960,20.000,11.350,-40.000,0.000
6/6/2019,6/6/2019,aFRR,NEG_12_16,0.000,13.670,17.210,20.000,7.160,-40.000,0.000,13.670,17.210,20.000,7.160,-40.000,0.000
6/6/2019,6/6/2019,aFRR,NEG_16_20,1.310,11.590,13.540,20.000,11.040,-10.180,1.310,11.590,13.540,20.000,11.040,-10.180,0.000
6/6/2019,6/6/2019,aFRR,NEG_20_24,0.680,7.250,9.860,22.000,9.460,-10.180,0.680,7.250,9.860,22.000,9.460,-10.180,0.000
6/7/2019,6/7/2019,aFRR,POS_00_04,0.600,3.710,7.100,52.000,61.920,74.210,0.600,3.710,7.100,52.000,61.920,74.210,0.000
6/7/2019,6/7/2019,aFRR,POS_04_08,0.960,7.530,10.050,53.700,63.960,84.000,0.960,7.530,10.050,53.700,63.960,84.000,0.000
6/7/2019,6/7/2019,aFRR,POS_08_12,0.000,17.460,20.100,53.000,61.870,115.010,0.000,17.460,20.100,53.000,61.870,115.010,0.000
6/7/2019,6/7/2019,aFRR,POS_12_16,0.000,6.930,9.720,50.570,60.480,82.800,0.000,6.930,9.720,50.570,60.480,82.800,0.000
6/7/2019,6/7/2019,aFRR,POS_16_20,2.610,11.290,14.210,52.790,62.070,86.400,2.610,11.290,14.210,52.790,62.070,86.400,0.000
6/7/2019,6/7/2019,aFRR,POS_20_24,0.470,19.810,24.280,51.600,63.200,125.250,0.470,19.810,24.280,51.600,63.200,125.250,0.000
6/7/2019,6/7/2019,aFRR,NEG_00_04,0.000,32.780,41.340,18.000,4.090,-120.000,0.000,32.780,41.340,18.000,4.090,-120.000,0.000
6/7/2019,6/7/2019,aFRR,NEG_04_08,0.000,14.080,18.520,16.300,6.680,-40.000,0.000,14.080,18.520,16.300,6.680,-40.000,0.000
6/7/2019,6/7/2019,aFRR,NEG_08_12,0.000,13.310,16.840,18.000,9.430,-40.000,0.000,13.310,16.840,18.000,9.430,-40.000,0.000
6/7/2019,6/7/2019,aFRR,NEG_12_16,0.000,14.110,20.420,16.500,6.130,-50.000,0.000,14.110,20.420,16.500,6.130,-50.000,0.000
6/7/2019,6/7/2019,aFRR,NEG_16_20,1.640,10.960,14.100,16.500,10.180,-21.530,1.640,10.960,14.100,16.500,10.180,-21.530,0.000
6/7/2019,6/7/2019,aFRR,NEG_20_24,3.000,6.320,10.300,16.500,6.370,-10.714,3.000,6.320,10.300,16.500,6.370,-10.714,0.000
6/8/2019,6/8/2019,aFRR,POS_00_04,0.000,14.000,41.200,47.390,59.270,125.250,0.000,14.000,41.200,47.390,59.270,125.250,0.000
6/8/2019,6/8/2019,aFRR,POS_04_08,0.000,11.320,41.200,47.230,57.680,125.250,0.000,11.320,41.200,47.230,57.680,125.250,0.000
6/8/2019,6/8/2019,aFRR,POS_08_12,0.000,17.150,41.200,47.330,57.340,127.320,0.000,17.150,41.200,47.330,57.340,127.320,0.000
6/8/2019,6/8/2019,aFRR,POS_12_16,0.000,9.810,41.200,45.000,55.390,125.250,0.000,9.810,41.200,45.000,55.390,125.250,0.000
6/8/2019,6/8/2019,aFRR,POS_16_20,0.000,14.590,41.200,47.330,57.390,125.250,0.000,14.590,41.200,47.330,57.390,125.250,0.000
6/8/2019,6/8/2019,aFRR,POS_20_24,0.000,29.370,41.200,49.000,59.610,115.010,0.000,29.370,41.200,49.000,59.610,115.010,0.000
6/8/2019,6/8/2019,aFRR,NEG_00_04,0.000,52.520,168.570,11.000,-73.320,-500.000,0.000,52.520,168.570,11.000,-73.320,-500.000,0.000
6/8/2019,6/8/2019,aFRR,NEG_04_08,0.000,69.460,200.000,10.000,-86.390,-500.000,0.000,69.460,200.000,10.000,-86.390,-500.000,0.000
6/8/2019,6/8/2019,aFRR,NEG_08_12,0.000,94.950,217.220,10.000,-114.050,-500.000,0.000,94.950,217.220,10.000,-114.050,-500.000,0.000
6/8/2019,6/8/2019,aFRR,NEG_12_16,0.000,148.260,244.000,0.000,-146.610,-781.250,0.000,148.260,244.000,0.000,-146.610,-781.250,0.000
6/8/2019,6/8/2019,aFRR,NEG_16_20,0.000,95.470,201.000,0.000,-116.660,-500.000,0.000,95.470,201.000,0.000,-116.660,-500.000,0.000
6/8/2019,6/8/2019,aFRR,NEG_20_24,0.000,55.490,200.000,11.000,-98.160,-500.000,0.000,55.490,200.000,11.000,-98.160,-500.000,0.000
6/9/2019,6/9/2019,aFRR,POS_00_04,0.000,15.630,35.000,46.810,61.680,151.380,0.000,15.630,35.000,46.810,61.680,151.380,0.000
6/9/2019,6/9/2019,aFRR,POS_04_08,0.000,15.960,31.150,44.000,64.500,115.200,0.000,15.960,31.150,44.000,64.500,115.200,0.000
6/9/2019,6/9/2019,aFRR,POS_08_12,0.000,20.110,35.000,46.810,61.910,151.380,0.000,20.110,35.000,46.810,61.910,151.380,0.000
6/9/2019,6/9/2019,aFRR,POS_12_16,0.000,13.520,32.310,46.810,62.240,151.380,0.000,13.520,32.310,46.810,62.240,151.380,0.000
6/9/2019,6/9/2019,aFRR,POS_16_20,0.000,17.540,30.000,47.100,67.320,116.400,0.000,17.540,30.000,47.100,67.320,116.400,0.000
6/9/2019,6/9/2019,aFRR,POS_20_24,2.190,23.700,35.500,48.610,67.940,154.640,2.190,23.700,35.500,48.610,67.940,154.640,0.000
6/9/2019,6/9/2019,aFRR,NEG_00_04,0.000,59.390,119.500,11.000,-81.010,-301.000,0.000,59.390,119.500,11.000,-81.010,-301.000,0.000
6/9/2019,6/9/2019,aFRR,NEG_04_08,0.000,70.450,131.430,10.000,-77.460,-351.000,0.000,70.450,131.430,10.000,-77.460,-351.000,0.000
6/9/2019,6/9/2019,aFRR,NEG_08_12,0.000,68.610,131.990,7.857,-73.290,-250.000,0.000,68.610,131.990,7.857,-73.290,-250.000,0.000
6/9/2019,6/9/2019,aFRR,NEG_12_16,0.000,112.530,203.940,10.000,-59.310,-390.630,0.000,112.530,203.940,10.000,-59.310,-390.630,0.000
6/9/2019,6/9/2019,aFRR,NEG_16_20,0.000,67.210,110.430,10.000,-31.480,-250.000,0.000,67.210,110.430,10.000,-31.480,-250.000,0.000
6/9/2019,6/9/2019,aFRR,NEG_20_24,0.000,54.880,117.040,15.100,-26.730,-255.000,0.000,54.880,117.040,15.100,-26.730,-255.000,0.000
6/10/2019,6/10/2019,aFRR,POS_00_04,2.220,19.650,32.320,47.000,62.900,154.640,2.220,19.650,32.320,47.000,62.900,154.640,0.000
6/10/2019,6/10/2019,aFRR,POS_04_08,0.470,16.670,24.150,44.500,62.030,115.200,0.470,16.670,24.150,44.500,62.030,115.200,0.000
6/10/2019,6/10/2019,aFRR,POS_08_12,6.220,22.260,28.630,47.000,59.890,121.100,6.220,22.260,28.630,47.000,59.890,121.100,0.000
6/10/2019,6/10/2019,aFRR,POS_12_16,0.000,15.960,24.630,46.000,61.730,121.100,0.000,15.960,24.630,46.000,61.730,121.100,0.000
6/10/2019,6/10/2019,aFRR,POS_16_20,2.070,16.730,23.210,47.100,64.470,121.100,2.070,16.730,23.210,47.100,64.470,121.100,0.000
6/10/2019,6/10/2019,aFRR,POS_20_24,6.220,25.200,31.440,49.110,65.780,121.100,6.220,25.200,31.440,49.110,65.780,121.100,0.000
6/10/2019,6/10/2019,aFRR,NEG_00_04,0.000,72.890,117.190,15.000,-56.740,-301.000,0.000,72.890,117.190,15.000,-56.740,-301.000,0.000
6/10/2019,6/10/2019,aFRR,NEG_04_08,0.000,80.410,134.080,15.000,-65.130,-351.000,0.000,80.410,134.080,15.000,-65.130,-351.000,0.000
6/10/2019,6/10/2019,aFRR,NEG_08_12,0.000,72.230,116.680,15.000,-68.860,-256.000,0.000,72.230,116.680,15.000,-68.860,-256.000,0.000
6/10/2019,6/10/2019,aFRR,NEG_12_16,0.000,122.930,171.650,15.000,-67.780,-500.000,0.000,122.930,171.650,15.000,-67.780,-500.000,0.000
6/10/2019,6/10/2019,aFRR,NEG_16_20,0.000,67.260,94.700,15.000,-39.990,-256.000,0.000,67.260,94.700,15.000,-39.990,-256.000,0.000
6/10/2019,6/10/2019,aFRR,NEG_20_24,0.000,62.830,102.680,18.120,-23.720,-256.000,0.000,62.830,102.680,18.120,-23.720,-256.000,0.000
6/11/2019,6/11/2019,aFRR,POS_00_04,0.000,14.980,29.000,47.000,61.500,121.100,0.000,14.980,29.000,47.000,61.500,121.100,0.000
6/11/2019,6/11/2019,aFRR,POS_04_08,0.000,15.250,22.160,46.000,68.990,115.200,0.000,15.250,22.160,46.000,68.990,115.200,0.000
6/11/2019,6/11/2019,aFRR,POS_08_12,0.000,21.580,30.000,50.000,67.130,121.100,0.000,21.580,30.000,50.000,67.130,121.100,0.000
6/11/2019,6/11/2019,aFRR,POS_12_16,0.000,14.740,21.800,47.000,64.580,116.400,0.000,14.740,21.800,47.000,64.580,116.400,0.000
6/11/2019,6/11/2019,aFRR,POS_16_20,0.000,16.550,22.000,49.000,70.650,115.200,0.000,16.550,22.000,49.000,70.650,115.200,0.000
6/11/2019,6/11/2019,aFRR,POS_20_24,1.750,20.760,28.000,50.000,66.170,121.100,1.750,20.760,28.000,50.000,66.170,121.100,0.000
6/11/2019,6/11/2019,aFRR,NEG_00_04,0.000,39.150,84.200,19.210,-8.270,-256.000,0.000,39.150,84.200,19.210,-8.270,-256.000,0.000
6/11/2019,6/11/2019,aFRR,NEG_04_08,0.000,32.980,80.680,19.140,-4.240,-200.000,0.000,32.980,80.680,19.140,-4.240,-200.000,0.000
6/11/2019,6/11/2019,aFRR,NEG_08_12,0.000,37.440,87.280,21.360,-12.040,-255.000,0.000,37.440,87.280,21.360,-12.040,-255.000,0.000
6/11/2019,6/11/2019,aFRR,NEG_12_16,0.000,38.920,104.420,20.000,-11.080,-265.000,0.000,38.920,104.420,20.000,-11.080,-265.000,0.000
6/11/2019,6/11/2019,aFRR,NEG_16_20,0.000,31.490,72.680,21.360,-4.560,-215.100,0.000,31.490,72.680,21.360,-4.560,-215.100,0.000
6/11/2019,6/11/2019,aFRR,NEG_20_24,0.000,25.010,72.680,20.000,0.240,-200.000,0.000,25.010,72.680,20.000,0.240,-200.000,0.000
6/12/2019,6/12/2019,aFRR,POS_00_04,0.000,11.900,18.140,47.200,58.790,115.010,0.000,11.900,18.140,47.200,58.790,115.010,0.000
6/12/2019,6/12/2019,aFRR,POS_04_08,0.000,14.690,17.760,49.100,62.110,115.200,0.000,14.690,17.760,49.100,62.110,115.200,0.000
6/12/2019,6/12/2019,aFRR,POS_08_12,0.000,19.080,22.360,50.000,61.950,115.200,0.000,19.080,22.360,50.000,61.950,115.200,0.000
6/12/2019,6/12/2019,aFRR,POS_12_16,5.440,11.700,16.500,47.000,59.050,82.100,5.440,11.700,16.500,47.000,59.050,82.100,0.000
6/12/2019,6/12/2019,aFRR,POS_16_20,0.000,16.300,20.400,49.000,62.630,115.200,0.000,16.300,20.400,49.000,62.630,115.200,0.000
6/12/2019,6/12/2019,aFRR,POS_20_24,2.150,19.930,23.850,50.000,62.760,115.010,2.150,19.930,23.850,50.000,62.760,115.010,0.000
6/12/2019,6/12/2019,aFRR,NEG_00_04,0.000,30.290,41.250,20.680,7.010,-110.000,0.000,30.290,41.250,20.680,7.010,-110.000,0.000
6/12/2019,6/12/2019,aFRR,NEG_04_08,0.000,26.310,40.100,18.500,8.150,-110.000,0.000,26.310,40.100,18.500,8.150,-110.000,0.000
6/12/2019,6/12/2019,aFRR,NEG_08_12,0.000,31.440,58.770,20.500,7.150,-145.000,0.000,31.440,58.770,20.500,7.150,-145.000,0.000
6/12/2019,6/12/2019,aFRR,NEG_12_16,0.000,27.600,52.440,20.500,6.040,-145.000,0.000,27.600,52.440,20.500,6.040,-145.000,0.000
6/12/2019,6/12/2019,aFRR,NEG_16_20,0.000,27.620,44.270,20.500,9.160,-110.000,0.000,27.620,44.270,20.500,9.160,-110.000,0.000
6/12/2019,6/12/2019,aFRR,NEG_20_24,3.910,23.190,35.660,20.500,9.990,-78.570,3.910,23.190,35.660,20.500,9.990,-78.570,0.000
6/13/2019,6/13/2019,aFRR,POS_00_04,3.640,10.510,16.720,48.910,57.900,84.000,3.640,10.510,16.720,48.910,57.900,84.000,0.000
6/13/2019,6/13/2019,aFRR,POS_04_08,0.000,13.500,17.500,52.100,61.300,115.010,0.000,13.500,17.500,52.100,61.300,115.010,0.000
6/13/2019,6/13/2019,aFRR,POS_08_12,0.000,17.820,24.360,48.270,64.070,115.010,0.000,17.820,24.360,48.270,64.070,115.010,0.000
6/13/2019,6/13/2019,aFRR,POS_12_16,4.710,11.370,15.000,47.290,57.120,77.667,4.710,11.370,15.000,47.290,57.120,77.667,0.000
6/13/2019,6/13/2019,aFRR,POS_16_20,0.000,16.050,22.880,51.290,62.040,115.010,0.000,16.050,22.880,51.290,62.040,115.010,0.000
6/13/2019,6/13/2019,aFRR,POS_20_24,0.000,19.480,24.720,52.100,61.960,115.010,0.000,19.480,24.720,52.100,61.960,115.010,0.000
